Name, category,publishtime,author,version,currentprice,primeprice,feedback,web
World Of Warcraft: Chronicle Volume 1,All Art & Photography,17-Mar-16,Blizzard,Hardback,35.38,39.99,4.5,https://www.bookdepository.com/World-Of-Warcraft-Chronicle-Volume-1-Blizzard/9781616558451?ref=grid-view
Faber Piano Adventures,All Art & Photography,1-Jan-07,Nancy Faber,Paperback,11.85,0,4.5,https://www.bookdepository.com/Faber-Piano-Adventures-Nancy-Faber/9781616776190?ref=grid-view
Kate,All Art & Photography,6-Nov-12,Kate Moss,Hardback,53.6,84.99,4.5,https://www.bookdepository.com/Kate-Kate-Moss-Fabien-Baron/9780847837908?ref=grid-view
The Celestine Prophecy,All Art & Photography,5-Mar-01,James Redfield,Paperback,13.23,0,3.5,https://www.bookdepository.com/The-Celestine-Prophecy-James-Redfield/9780553409024?ref=grid-view
Mystical Mandala Coloring Book,All Art & Photography,2-Feb-07,Alberta Hutchinson,Paperback,6.41,0,4,https://www.bookdepository.com/Mystical-Mandala-Coloring-Book-Alberta-Hutchinson/9780486456942?ref=grid-view
Memos to Shitty People: A Delightful & Vulgar Adult Coloring Book,All Art & Photography,28-Jul-16,James Alexander,Paperback,10.23,0,5,https://www.bookdepository.com/Memos-Shitty-People-Delightful--Vulgar-Adult-Coloring-Book-James-Alexander/9780753545676?ref=grid-view
A History of the World in 100 Objects,All Art & Photography,1-Dec-12,Neil MacGregor,Paperback,15.78,21.38,4,https://www.bookdepository.com/History-of-the-World-in-100-Objects-Neil-MacGregor/9780241951774?ref=grid-view
The Creative Colouring Book for Grown-ups,All Art & Photography,7-May-15,Various,Paperback,15.84,0,4,https://www.bookdepository.com/The-Creative-Colouring-Book-for-Grown-ups-Various/9781843178699?ref=grid-view
Legend Of Zelda  The: Art & Artifacts,All Art & Photography,23-Feb-17,Nintendo USA,Hardback,63.09,0,4.5,https://www.bookdepository.com/Legend-Of-Zelda-The-Art--Artifacts-Nintendo-USA/9781506703350?ref=grid-view
Shit Happens!,All Art & Photography,3-Nov-16,James Alexander,Paperback,10.33,0,4.5,https://www.bookdepository.com/Shit-Happens-James-Alexander/9780753545683?ref=grid-view
Imagimorphia,All Art & Photography,19-May-16,Kerby Rosanes,Paperback,13.31,13.87,0,https://www.bookdepository.com/Imagimorphia-Kerby-Rosanes/9781910552148?ref=grid-view
The Tiny Book of Tiny Stories: Volume 1,All Art & Photography,6-Dec-11,Joseph Gordon-Levitt,Hardback,11.59,15.71,4,https://www.bookdepository.com/The-Tiny-Book-of-Tiny-Stories-Volume-1-Joseph-Gordon-Levitt/9780062121660?ref=grid-view
Total Recall,All Art & Photography,23-May-13,Arnold Schwarzenegger,Paperback,14.78,16.75,4,https://www.bookdepository.com/Total-Recall-Arnold-Schwarzenegger/9781849839730?ref=grid-view
Styled,All Art & Photography,13-Oct-15,Emily Henderson,Hardback,27.19,31.95,4,https://www.bookdepository.com/Styled-Emily-Henderson/9780804186278?ref=grid-view
In the Blink of an Eye,All Art & Photography,1-Aug-01,Walter Murch,Paperback,13.92,13.95,4,https://www.bookdepository.com/In-the-Blink-of-an-Eye-Walter-Murch/9781879505629?ref=grid-view
Piano Exam Pieces 2017 & 2018  Grade 2,All Art & Photography,7-Jul-16,Richard Jones,Sheet music,9.49,0,4,https://www.bookdepository.com/Piano-Exam-Pieces-2017--2018-Grade-2-Richard-Jones/9781848498747?ref=grid-view
Braun/Hogenberg: Cities of the World,All Art & Photography,26-Nov-15,Stephan F¨¹ssel,Hardback,24.78,0,4.5,https://www.bookdepository.com/BraunHogenberg-Cities-of-the-World-Stephan-Fussel-Rem-Koolhaas/9783836556415?ref=grid-view
Steven Universe: Art & Origins,All Art & Photography,11-Jul-17,Chris McDonnell,Hardback,25.96,29.96,5,https://www.bookdepository.com/Steven-Universe-Art--Origins-Chris-McDonnell-Rebecca-Sugar-Genndy-Tartakovsky/9781419724435?ref=grid-view
Piano Exam Pieces 2017 & 2018  Grade 3,All Art & Photography,7-Jul-16,Richard Jones,Sheet music,10.62,0,4.5,https://www.bookdepository.com/Piano-Exam-Pieces-2017--2018-Grade-3-Richard-Jones/9781848498754?ref=grid-view
The Story of Art,All Art & Photography,8-Apr-09,Ernst H. Gombrich,Paperback,22.72,24.94,4,https://www.bookdepository.com/The-Story-of-Art-Ernst-H-Gombrich/9780714847030?ref=grid-view
Obama: An Intimate Portrait,All Art & Photography,7-Nov-17,Pete Souza,Hardback,85.31,0,4,https://www.bookdepository.com/Obama-An-Intimate-Portrait-Pete-Souza/9781846149641?ref=grid-view
Illustration School: Let's Draw! (Includes Book and Sketch Pad),All Art & Photography,15-Aug-14,Sachiko Umoto,Paperback,14.01,19.66,4.5,https://www.bookdepository.com/Illustration-School-Lets-Draw-Includes-Book-and-Sketch-Pad-Sachiko-Umoto/9781592539765?ref=grid-view
Things Are What You Make of Them,All Art & Photography,3-Oct-17,Adam J. Kurtz,Paperback,13.26,14.01,4,https://www.bookdepository.com/Things-Are-What-You-Make-of-Them-Adam-J-Kurtz/9780143131519?ref=grid-view
Face Paint,All Art & Photography,13-Oct-15,Lisa Eldridge,Hardback,29.51,29.96,4.5,https://www.bookdepository.com/Face-Paint-Lisa-Eldridge/9781419717963?ref=grid-view
Talking As Fast As I Can,All Art & Photography,6-Dec-16,Lauren Graham,Hardback,17.81,23.58,4,https://www.bookdepository.com/Talking-As-Fast-As-I-Can-Lauren-Graham/9780349009711?ref=grid-view
Slash: The Autobiography,All Art & Photography,6-Jun-08,Slash,Paperback,14.6,0,4,https://www.bookdepository.com/Slash-The-Autobiography-Slash-Anthony-Bozza/9780007257775?ref=grid-view
Suzuki Violin School: v.1,All Art & Photography,1-Aug-07,Shinichi Suzuki,Paperback,9.73,0,4,https://www.bookdepository.com/Suzuki-Violin-School-v1-Shinichi-Suzuki/9780757900617?ref=grid-view
Actions,All Art & Photography,26-Mar-04,Marina Caldarone,Paperback,12.59,18.95,4.5,https://www.bookdepository.com/Actions-Marina-Caldarone-Maggie-Lloyd-Williams-Terry-Johnson/9781854596741?ref=grid-view
The Princess Diarist,All Art & Photography,2-Nov-17,Carrie Fisher,Paperback,12.35,12.48,3.5,https://www.bookdepository.com/The-Princess-Diarist-Carrie-Fisher/9781784162054?ref=grid-view
Perfect Union of Contrary Things,All Art & Photography,1-Oct-16,Sarah Jensen,Hardback,23.36,29.48,4,https://www.bookdepository.com/Perfect-Union-of-Contrary-Things-Sarah-Jensen/9781495024429?ref=grid-view
Piano Scales & Arpeggios  Grade 3,All Art & Photography,3-Jul-08,ABRSM,Sheet music,9,0,4.5,https://www.bookdepository.com/Piano-Scales--Arpeggios-Grade-3-ABRSM/9781860969157?ref=grid-view
Illustration School: Let's Draw Cute Animals,All Art & Photography,1-Nov-10,Sachiko Umoto,Paperback,11.85,15.99,4.5,https://www.bookdepository.com/Illustration-School-Lets-Draw-Cute-Animals-Sachiko-Umoto/9781592536450?ref=grid-view
Joseph Banks' Florilegium,All Art & Photography,17-Oct-17,Mel Gooding,Hardback,89.1,0,5,https://www.bookdepository.com/Joseph-Banks-Florilegium-Mel-Gooding-David-Mabberley/9780500519363?ref=grid-view
Piano Scales  Arpeggios & Broken Chords  Grade 2,All Art & Photography,1-Jul-08,ABRSM,Sheet music,7.55,0,4,https://www.bookdepository.com/Piano-Scales-Arpeggios--Broken-Chords-Grade-2-ABRSM/9781860969140?ref=grid-view
Pattern Magic 2,All Art & Photography,16-Feb-11,Tomoko Nakamichi,Paperback,22.11,24.94,4.5,https://www.bookdepository.com/Pattern-Magic-2-Tomoko-Nakamichi/9781856697064?ref=grid-view
Avatar: The Last Airbender# The Promise Part 1,All Art & Photography,31-Dec-16,Michael Dante DiMartino,Paperback,11.26,0,4,https://www.bookdepository.com/Avatar-The-Last-Airbender-The-Promise-Part-1-Michael-Dante-DiMartino/9781595828118?ref=grid-view
Unbearable Lightness,All Art & Photography,1-Sep-11,Portia De Rossi,Paperback,10.19,10.79,4,https://www.bookdepository.com/Unbearable-Lightness-Portia-De-Rossi/9780857204110?ref=grid-view
Piano Specimen Sight-Reading Tests  Grade 3,All Art & Photography,3-Jul-08,ABRSM,Sheet music,8.47,0,3,https://www.bookdepository.com/Piano-Specimen-Sight-Reading-Tests-Grade-3-ABRSM/9781860969072?ref=grid-view
Wreck This Journal: Now in Colour,All Art & Photography,8-Jun-17,Keri Smith,Paperback,16.55,18.03,4.5,https://www.bookdepository.com/Wreck-This-Journal-Now-in-Colour-Keri-Smith/9781846149504?ref=grid-view
Faber Piano Adventures Level 2B,All Art & Photography,1-Jan-97,Nancy Faber,Paperback,9.13,0,4,https://www.bookdepository.com/Faber-Piano-Adventures-Level-2B-Nancy-Faber/9781616770846?ref=grid-view
Tom Ford,All Art & Photography,4-Nov-08,Tom Ford,Hardback,130.83,132.72,4.5,https://www.bookdepository.com/Tom-Ford-Tom-Ford-Bridget-Foley-Anna-Wintour-Graydon-Carter/9780847826698?ref=grid-view
Alexander McQueen,All Art & Photography,17-Jun-11,Andrew Bolton,Hardback,61.85,0,4.5,https://www.bookdepository.com/Alexander-McQueen-Andrew-Bolton-Tim-Blanks-Susannah-Frankel-Solve-Sundsbo/9780300169782?ref=grid-view
Piano Scales & Arpeggios  Grade 5,All Art & Photography,1-Jul-08,ABRSM,Sheet music,8.94,0,5,https://www.bookdepository.com/Piano-Scales--Arpeggios-Grade-5-ABRSM/9781860969171?ref=grid-view
Mythomorphia,All Art & Photography,6-Jul-17,Kerby Rosanes,Paperback,13.33,13.87,4.5,https://www.bookdepository.com/Mythomorphia-Kerby-Rosanes/9781910552261?ref=grid-view
The Design of Everyday Things,All Art & Photography,10-May-16,Donald A. Norman,Paperback,21.03,26.5,4,https://www.bookdepository.com/The-Design-of-Everyday-Things-Donald--Norman/9780262525671?ref=grid-view
Design*Sponge at Home,All Art & Photography,6-Sep-11,Grace Bonney,Hardback,27.15,34.99,4,https://www.bookdepository.com/DesignSponge-at-Home-Grace-Bonney/9781579654313?ref=grid-view
Everyday Watercolor,All Art & Photography,10-Oct-17,Jenna Rainey,Paperback,19.06,22.99,4.5,https://www.bookdepository.com/Everyday-Watercolor-Jenna-Rainey/9780399579721?ref=grid-view
Nick Cave,All Art & Photography,19-Sep-17,Reinhard Kleist,Paperback,21.07,22.6,4.5,https://www.bookdepository.com/Nick-Cave-Reinhard-Kleist/9781910593363?ref=grid-view
Plant Style,All Art & Photography,15-May-18,Alana Langan,Hardback,21.39,24.58,3.5,https://www.bookdepository.com/Plant-Style-Alana-Langan-Jacqui-Vidal/9780500501030?ref=grid-view
The Art of Persona 5,All Art & Photography,3-Nov-17,Prima Games,Paperback,36.7,39.99,4.5,https://www.bookdepository.com/The-Art-of-Persona-5-Prima-Games/9780744017311?ref=grid-view
Faber Piano Adventures,All Art & Photography,1-Jan-08,Nancy Faber,Paperback,12.19,0,4.5,https://www.bookdepository.com/Faber-Piano-Adventures-Nancy-Faber/9781616776213?ref=grid-view
Drawing and Painting Beautiful Faces,All Art & Photography,19-Feb-15,Jane Davenport,Paperback,18.85,24.99,4.5,https://www.bookdepository.com/Drawing-and-Painting-Beautiful-Faces-Jane-Davenport/9781592539864?ref=grid-view
Dear Fatty,All Art & Photography,1-May-10,Dawn French,Paperback,12.85,14.7,3.5,https://www.bookdepository.com/Dear-Fatty-Dawn-French/9780099519478?ref=grid-view
Alfred's Basic Piano Library Lesson Book  Bk 1b,All Art & Photography,1-Aug-81,Willard A Palmer,Paperback,9.76,0,4,https://www.bookdepository.com/Alfreds-Basic-Piano-Library-Lesson-Book-Bk-1b-Willard-Palmer/9780882847894?ref=grid-view
The Architecture of Happiness,All Art & Photography,8-Apr-14,Alain de Botton,Paperback,14.06,15.26,4,https://www.bookdepository.com/The-Architecture-of-Happiness-Alain-de-Botton/9780241970058?ref=grid-view
Drawing on the Right Side of the Brain,All Art & Photography,26-Apr-12,Betty Edwards,Paperback,22.02,0,4,https://www.bookdepository.com/Drawing-on-the-Right-Side-of-the-Brain-Betty-Edwards/9781585429202?ref=grid-view
Piano Specimen Sight-Reading Tests  Grade 1,All Art & Photography,3-Jul-08,ABRSM,Sheet music,8.72,0,4,https://www.bookdepository.com/Piano-Specimen-Sight-Reading-Tests-Grade-1-ABRSM/9781860969058?ref=grid-view
The Complete Book of Scales  Chords  Arpeggios and Cadences,All Art & Photography,1-Aug-94,Willard Palmer,Paperback,12.19,0,4.5,https://www.bookdepository.com/The-Complete-Book-of-Scales-Chords-Arpeggios-and-Cadences-Willard-Palmer/9780739003688?ref=grid-view
Sticker Bomb 2,All Art & Photography,6-Apr-10,Studio Rarekwai (Srk),Paperback,18.8,24.53,4.5,https://www.bookdepository.com/Sticker-Bomb-2-Studio-Rarekwai-Srk/9781856696623?ref=grid-view
Bastien Piano Basics,All Art & Photography,11-Nov-97,James Bastien,Paperback,9.06,0,4,https://www.bookdepository.com/Bastien-Piano-Basics-James-Bastien/9780849752650?ref=grid-view
Bad Girls Throughout History,All Art & Photography,6-Sep-16,Ann Shen,Hardback,22.21,0,4,https://www.bookdepository.com/Bad-Girls-Throughout-History-Ann-Shen/9781452153933?ref=grid-view
Safari,All Art & Photography,16-Oct-12,Dan Kainen,Hardback,23.08,25.51,4.5,https://www.bookdepository.com/Safari-Dan-Kainen-Carol-Kaufmann/9780761163800?ref=grid-view
Robert Frank: The Americans,All Art & Photography,9-Jul-09,Robert Frank,Hardback,33.8,40.01,4.5,https://www.bookdepository.com/Robert-Frank-The-Americans-Robert-Frank-Jack-Kerouac/9783865215840?ref=grid-view
Creative Confidence,All Art & Photography,9-Sep-15,David Kelley,Paperback,13.06,13.87,4,https://www.bookdepository.com/Creative-Confidence-David-Kelley-Thomas-Kelley/9780008139384?ref=grid-view
Eat What You Watch,All Art & Photography,16-Nov-17,Andrew Rea,Hardback,20.28,20.81,4.5,https://www.bookdepository.com/Eat-What-You-Watch-Andrew-Rea/9780008283650?ref=grid-view
It Gets Worse,All Art & Photography,19-Jul-16,Shane Dawson,Paperback,15.35,21,4.5,https://www.bookdepository.com/It-Gets-Worse-Shane-Dawson/9781471159282?ref=grid-view
Postcards From Penguin,All Art & Photography,15-Sep-10,Penguin,Hardback,19.91,24.58,4.5,https://www.bookdepository.com/Postcards-From-Penguin-Penguin/9780141044668?ref=grid-view
Color,All Art & Photography,30-Sep-04,Betty Edwards,Paperback,21.06,0,4,https://www.bookdepository.com/Color-Betty-Edwards/9781585422197?ref=grid-view
The Art Of Overwatch,All Art & Photography,26-Oct-17,Blizzard Entertainment,Hardback,66.88,0,4.5,https://www.bookdepository.com/The-Art-Of-Overwatch-Blizzard-Entertainment/9781506703671?ref=grid-view
Fiddle Time Joggers + CD,All Art & Photography,4-Jul-13,Kathy Blackwell,Sheet music,13.76,0,4,https://www.bookdepository.com/Fiddle-Time-Joggers---CD-Kathy-Blackwell-David-Blackwell/9780193386778?ref=grid-view
Piano Specimen Sight-Reading Tests  Grade 2,All Art & Photography,3-Jul-08,ABRSM,Sheet music,8.88,0,4,https://www.bookdepository.com/Piano-Specimen-Sight-Reading-Tests-Grade-2-ABRSM/9781860969065?ref=grid-view
Life and Laughing,All Art & Photography,1-Dec-11,Michael McIntyre,Paperback,12.22,13.71,4,https://www.bookdepository.com/Life-and-Laughing-Michael-McIntyre/9780141045672?ref=grid-view
Codex Seraphinianus XXXIII,All Art & Photography,27-Nov-13,Luigi Serafini,Hardback,114.7,125,4.5,https://www.bookdepository.com/Codex-Seraphinianus-XXXIII-Luigi-Serafini/9780847842131?ref=grid-view
The Animator's Survival Kit,All Art & Photography,25-Sep-12,Richard Williams,Paperback,34.69,0,4.5,https://www.bookdepository.com/The-Animators-Survival-Kit-Richard-Williams/9780865478978?ref=grid-view
A Pattern Language,All Art & Photography,4-Jul-05,Christopher Alexander,Hardback,45.16,63.9,4.5,https://www.bookdepository.com/Pattern-Language-Christopher-Alexander-Etc/9780195019193?ref=grid-view
Talking As Fast As I Can,All Art & Photography,5-Oct-17,Lauren Graham,Paperback,10.44,12.48,4,https://www.bookdepository.com/Talking-As-Fast-As-I-Can-Lauren-Graham/9780349009728?ref=grid-view
Urban Jungle: Living and Styling with Plants,All Art & Photography,18-Jan-18,Igor Josifovic,Hardback,33.26,34.99,4,https://www.bookdepository.com/Urban-Jungle-Living-and-Styling-with-Plants-Igor-Josifovic-Judith-de-Graaff/9783766722447?ref=grid-view
Domino: the Book of Decorating,All Art & Photography,14-Oct-08,Deborah Needleman,Hardback,28.75,31.45,4,https://www.bookdepository.com/Domino-the-Book-of-Decorating-Deborah-Needleman/9781416575467?ref=grid-view
Rhett & Link's Book of Mythicality,All Art & Photography,12-Oct-17,Rhett McLaughlin,Hardback,23.29,23.58,4.5,https://www.bookdepository.com/Rhett--Links-Book-of-Mythicality-Rhett-McLaughlin-Link-Neal/9780751570571?ref=grid-view
One Zentangle A Day,All Art & Photography,15-Nov-12,Beckah Krahula,Paperback,17.7,22.99,4,https://www.bookdepository.com/One-Zentangle-Day-Beckah-Krahula/9781592538119?ref=grid-view
How to Really Play the Piano,All Art & Photography,11-Nov-09,BILL HILTON,Paperback,27.21,0,4,https://www.bookdepository.com/How-Really-Play-the-Piano-BILL-HILTON/9780956220400?ref=grid-view
Art & Fear,All Art & Photography,1-Apr-01,David Bayles,Paperback,12.63,12.73,3.5,https://www.bookdepository.com/Art--Fear-David-Bayles-Ted-Orland/9780961454739?ref=grid-view
John Thompson's Modern Course for the Piano: The First Grade Book,All Art & Photography,1-Jul-05,John Thompson,Paperback,10.88,0,4.5,https://www.bookdepository.com/John-Thompsons-Modern-Course-for-the-Piano-The-First-Grade-Book-John-Thompson/9780877180050?ref=grid-view
Polaroid Book,All Art & Photography,1-Mar-12,Barbara Hitchcock,Hardback,15.28,0,4,https://www.bookdepository.com/Polaroid-Book-Barbara-Hitchcock-Steve-Crist/9783836501897?ref=grid-view
A Dozen a Day  Bk 1,All Art & Photography,1-Oct-05,Edna Mae Burnam,Paperback,7.59,0,4.5,https://www.bookdepository.com/Dozen-Day-Bk-1-Edna-Mae-Burnam/9780877180319?ref=grid-view
Parsnips  Buttered,All Art & Photography,24-Oct-17,Joe Lycett,Paperback,10.37,15.99,4,https://www.bookdepository.com/Parsnips-Buttered-Joe-Lycett/9781473640436?ref=grid-view
Ayoade on Ayoade,All Art & Photography,13-Dec-16,Richard Ayoade,Paperback,12.8,16.95,3.5,https://www.bookdepository.com/Ayoade-on-Ayoade-Richard-Ayoade/9780571316533?ref=grid-view
Love x Style x Life,All Art & Photography,1-Nov-15,GARANCE DORE,Paperback,22.29,25.32,4,https://www.bookdepository.com/Love-x-Style-x-Life-GARANCE-DORE/9781471149450?ref=grid-view
You Are Here,All Art & Photography,14-Oct-14,Chris Hadfield,Hardback,26.06,27.76,4.5,https://www.bookdepository.com/You-Are-Here-Chris-Hadfield/9781447278603?ref=grid-view
Alfred's Basic Piano Library Lesson Book  Bk 3,All Art & Photography,1-Mar-82,Willard A Palmer,Paperback,9.62,0,3.5,https://www.bookdepository.com/Alfreds-Basic-Piano-Library-Lesson-Book-Bk-3-Willard-Palmer-Morton-Manus-Amanda-Vick-Lethco/9780882848150?ref=grid-view
Millie Marotta's Wild Savannah,All Art & Photography,11-Feb-16,Millie Marotta,Paperback,14.63,0,4.5,https://www.bookdepository.com/Millie-Marottas-Wild-Savannah-Millie-Marotta/9781849943284?ref=grid-view
John Thompson's Easiest Piano Course  Parth Three,All Art & Photography,1-Jul-05,John Thompson,Paperback,8.55,0,4,https://www.bookdepository.com/John-Thompsons-Easiest-Piano-Course-Parth-Three-John-Thompson/9780877180142?ref=grid-view
Amusing Ourselves to Death,All Art & Photography,22-Jul-11,Neil Postman,Paperback,14.37,16.01,4,https://www.bookdepository.com/Amusing-Ourselves-Death-Neil-Postman/9780143036531?ref=grid-view
The Architecture of Happiness,All Art & Photography,8-Apr-08,Alain de Botton,Paperback,18.45,18.68,4,https://www.bookdepository.com/The-Architecture-of-Happiness-Alain-de-Botton/9780307277244?ref=grid-view
