Name,category,publishtime,author,version,currentprice,primeprice,feedback,URL_Á´½Ó
Body,All Science & Geography,4-Nov-16,Steve Parker,Hardback,29.93,34.99,4,https://www.bookdepository.com/Body-Steve-Parker/9781781315392?ref=grid-view
Cambridge Checkpoint Science Revision Guide for the Cambridge Secondary 1 Test,All Science & Geography,6-Jun-13,Peter Riley,Paperback,16.2,17.39,0,https://www.bookdepository.com/Cambridge-Checkpoint-Science-Revision-Guide-for-the-Cambridge-Secondary-1-Test-Peter-Riley-Mike-Cole/9781444180732?ref=grid-view
Weight-Loss Apocalypse,All Science & Geography,8-Nov-11,Robin Phipps Woodall,Paperback,21.71,0,4,https://www.bookdepository.com/Weight-Loss-Apocalypse-Robin-Phipps-Woodall/9781467845632?ref=grid-view
Survive! Inside the Human Body  Volume 2,All Science & Geography,9-Nov-13,Gomdori Co,Paperback,18.93,0,4.5,https://www.bookdepository.com/Survive-Inside-the-Human-Body-Volume-2-Gomdori-Co/9781593274726?ref=grid-view
Tour de France Legendary Climbs on Google Earth,All Science & Geography,2-Jun-16,Richard Abraham,Hardback,0,0,4.5,https://www.bookdepository.com/Tour-de-France-Legendary-Climbs-on-Google-Earth-Richard-Abraham/9781780977904?ref=grid-view
Taking the Quantum Leap,All Science & Geography,19-Aug-11,Fred Alan Wolf,Paperback,16.21,19.99,4,https://www.bookdepository.com/Taking-the-Quantum-Leap-Fred-Alan-Wolf/9780060963101?ref=grid-view
Biology,All Science & Geography,3-Feb-14,Mike Boyle,Paperback,17.46,0,0,https://www.bookdepository.com/Biology-Mike-Boyle/9780007554676?ref=grid-view
Travels in Alaska,All Science & Geography,11-Jun-02,John Muir,Paperback,13.96,16.71,4,https://www.bookdepository.com/Travels-in-Alaska-John-Muir/9780375760495?ref=grid-view
Methods for Community Participation,All Science & Geography,1-Feb-03,Somesh Kumar,Paperback,46.57,0,4,https://www.bookdepository.com/Methods-for-Community-Participation-Somesh-Kumar/9781853395543?ref=grid-view
Edexcel A Level Physics Student Book 2,All Science & Geography,26-Jun-15,Tim Akrill,Paperback,29.89,37.76,5,https://www.bookdepository.com/Edexcel-Level-Physics-Student-Book-2-Tim-Akrill-Graham-George/9781471807558?ref=grid-view
Depletion and Abundance,All Science & Geography,1-Sep-08,Sharon Astyk,Paperback,20.03,0,4,https://www.bookdepository.com/Depletion-and-Abundance-Sharon-Astyk/9780865716148?ref=grid-view
An Introduction to Physical Geography and the Environment,All Science & Geography,21-Jun-17,Joseph A. Holden,Paperback,100.21,0,0,https://www.bookdepository.com/An-Introduction-Physical-Geography-and-the-Environment-Joseph--Holden/9781292083575?ref=grid-view
Environmental Systems and Societies for the IB Diploma Revision Guide,All Science & Geography,11-Sep-13,Andrew Davies,Paperback,34.13,34.49,2,https://www.bookdepository.com/Environmental-Systems-and-Societies-for-the-IB-Diploma-Revision-Guide-Andrew-Davies-Garrett-Nagle/9781444192681?ref=grid-view
Proof of Heaven,All Science & Geography,3-Sep-13,Eben Alexander,Mixed media product,22.95,24.99,3.5,https://www.bookdepository.com/Proof-of-Heaven-Eben-Alexander/9781476753027?ref=grid-view
Schaums Outline of General Topology,All Science & Geography,31-Oct-11,Seymour Lipschutz,Paperback,19.23,20,4,https://www.bookdepository.com/Schaums-Outline-of-General-Topology-Seymour-Lipschutz/9780071763479?ref=grid-view
International Mathematics Coursebook 3,All Science & Geography,31-Oct-09,Andrew Sherratt,Paperback,18.18,39.01,0,https://www.bookdepository.com/International-Mathematics-Coursebook-3-Andrew-Sherratt/9780340967447?ref=grid-view
How to Pass Higher Maths,All Science & Geography,30-Jan-15,Brian Logan,Paperback,23.9,0,0,https://www.bookdepository.com/How-Pass-Higher-Maths-Brian-Logan/9781471808319?ref=grid-view
Think,All Science & Geography,14-Oct-99,Simon Blackburn,Hardback,19.48,27.96,4,https://www.bookdepository.com/Think-Simon-Blackburn/9780192100245?ref=grid-view
Rethinking Education in the Age of Technology,All Science & Geography,1-Sep-09,Allan Collins,Paperback,23.49,26.94,3.5,https://www.bookdepository.com/Rethinking-Education-in-the-Age-of-Technology-Allan-Collins-Richard-R-Halverson/9780807750025?ref=grid-view
Apps for Learning,All Computing,4-Apr-12,Harry J. Dickens,Paperback,31.59,0,4,https://www.bookdepository.com/Apps-for-Learning-Harry-J-Dickens-Andrew-Churches/9781452225326?ref=grid-view
Essential Maths Skills for AS/A Level Computer Science,All Computing,23-Jun-16,Victoria Ellis,Paperback,12.99,21,5,https://www.bookdepository.com/Essential-Maths-Skills-for-AS-Level-Computer-Science-Victoria-Ellis-Gavin-Craddock/9781471863578?ref=grid-view
How to Speak Emoji Love,All Computing,1-Oct-17,Ebury Press,Paperback,9.94,12.51,4,https://www.bookdepository.com/How-Speak-Emoji-Love-Ebury-Press/9781785033414?ref=grid-view
Effective Debugging,All Computing,11-Jul-16,Diomidis Spinellis,Paperback,29.29,39.99,4,https://www.bookdepository.com/Effective-Debugging-Diomidis-Spinellis/9780134394794?ref=grid-view
Space Time Play,All Computing,3-Nov-07,Friedrich von Borries,Paperback,59.08,0,4,https://www.bookdepository.com/Space-Time-Play-Friedrich-von-Borries-Steffen-P-Walz-Matthias-Bottger/9783764384142?ref=grid-view
FPGA Prototyping by VHDL Examples,All Computing,13-Dec-17,Pong P. Chu,Hardback,116.63,0,5,https://www.bookdepository.com/FPGA-Prototyping-by-VHDL-Examples-Pong-P-Chu/9781119282747?ref=grid-view
PostgreSQL - Up and Running 3e,All Computing,30-Oct-17,Regina Obe,Paperback,32.58,39.99,4,https://www.bookdepository.com/PostgreSQL---Up-and-Running-3e-Regina-Obe-Leo-Hsu/9781491963418?ref=grid-view
Facebook for Beginners in Easy Steps,All Computing,21-Oct-17,David Crookes,Paperback,15.05,15.99,0,https://www.bookdepository.com/Facebook-for-Beginners-in-Easy-Steps-David-Crookes/9781840787795?ref=grid-view
New CLAIT 2006 Unit 2 Creating Spreadsheets and Graphs Using Excel 2010,All Computing,1-Aug-10,CiA Training Ltd.,Spiral bound,24.92,0,0,https://www.bookdepository.com/New-CLAIT-2006-Unit-2-Creating-Spreadsheets-and-Graphs-Using-Excel-2010-CiA-Training-Ltd/9781860058653?ref=grid-view
The Hidden Power of Adjustment Layers in Adobe Photoshop,All Computing,28-Dec-13,Scott Valentine,Paperback,35.86,44.23,4,https://www.bookdepository.com/The-Hidden-Power-of-Adjustment-Layers-in-Adobe-Photoshop-Scott-Valentine/9780321957719?ref=grid-view
Effective Perl Programming,All Computing,17-Jun-10,Joseph N. Hall,Paperback,45.67,49.99,4,https://www.bookdepository.com/Effective-Perl-Programming-Joseph-N-Hall-Joshua--McAdams-Brian-D-Foy/9780321496942?ref=grid-view
Android Programming: Pushing the Limits,All Computing,4-Nov-13,Erik Hellman,Paperback,30.61,49.99,4,https://www.bookdepository.com/Android-Programming-Pushing-the-Limits-Erik-Hellman/9781118717370?ref=grid-view
Metadata,All Computing,7-Jan-16,Jeffrey Pomerantz,Paperback,15.21,15.95,3.5,https://www.bookdepository.com/Metadata-Jeffrey-Pomerantz/9780262528511?ref=grid-view
BackTrack 4: Assuring Security by Penetration Testing,All Computing,19-Apr-11,Shakeel Ali,Paperback,56.64,0,4,https://www.bookdepository.com/BackTrack-4-Assuring-Security-by-Penetration-Testing-Shakeel-Ali-Tedi-Heriyanto/9781849513944?ref=grid-view
Directing for Animation,All Computing,4-Oct-13,Tony Bancroft,Paperback,33.09,34.95,4,https://www.bookdepository.com/Directing-for-Animation-Tony-Bancroft/9780240818023?ref=grid-view
The Companion Guide to Family Tree Maker 2011,All Computing,15-Jan-11,Tana L Pedersen,Paperback,24.67,24.94,4,https://www.bookdepository.com/The-Companion-Guide-Family-Tree-Maker-2011-Tana-L-Pedersen/9781593313364?ref=grid-view
R Graphics,All Computing,8-Jun-11,Paul Murrell,Hardback,74.57,92.95,4,https://www.bookdepository.com/R-Graphics-Paul-Murrell/9781439831762?ref=grid-view
A Practical Guide to Measuring Usability,All Computing,2-Nov-10,Jeff Sauro,Paperback,43.14,0,3.5,https://www.bookdepository.com/Practical-Guide-Measuring-Usability-Jeff-Sauro/9781453806562?ref=grid-view
Econometric Modelling with Time Series,All Computing,6-Jun-13,Vance L. Martin,Paperback,84.48,89.99,3,https://www.bookdepository.com/Econometric-Modelling-with-Time-Series-Vance-L-Martin-Stan-Hurn-David-Harris/9780521139816?ref=grid-view
Common-Sense Guide to Data Structures and Algorithms  A,All Computing,31-Oct-17,Jay Wengrow,Paperback,35.98,45.95,4,https://www.bookdepository.com/Common-Sense-Guide-Data-Structures-and-Algorithms-Jay-Wengrow/9781680502442?ref=grid-view
Making Enterprise Information Management (EIM) Work for Business,All Computing,19-Jul-10,John Ladley,Paperback,60.08,69.95,3.5,https://www.bookdepository.com/Making-Enterprise-Information-Management-EIM-Work-for-Business-John-Ladley/9780123756954?ref=grid-view
Building Machine Learning Systems with Python,All Computing,2-Aug-13,Willi Richert,Paperback,54.78,0,4,https://www.bookdepository.com/Building-Machine-Learning-Systems-with-Python-Willi-Richert-Luis-Pedro-Coelho-Jonathan-Chaffer-Karl-Swedberg/9781782161400?ref=grid-view
Exodus to the Virtual World,All Computing,11-Nov-08,Edward Castronova,Paperback,18.24,19.99,3.5,https://www.bookdepository.com/Exodus-the-Virtual-World-Edward-Castronova/9780230607859?ref=grid-view
The Complete Guide to Blender Graphics,All Computing,16-May-16,John M. Blain,Paperback,57.18,69.95,4,https://www.bookdepository.com/The-Complete-Guide-Blender-Graphics-John-M-Blain/9781498746458?ref=grid-view
An Introduction to Bioinformatics Algorithms,All Computing,6-Aug-04,Neil C. Jones,Hardback,74.06,75,4,https://www.bookdepository.com/An-Introduction-Bioinformatics-Algorithms-Neil-C-Jones-Pavel--Pevzner/9780262101066?ref=grid-view
After Effects Expressions,All Computing,9-Dec-08,Marcus Geduld,Paperback,37.74,51.94,4.5,https://www.bookdepository.com/After-Effects-Expressions-Marcus-Geduld/9780240809366?ref=grid-view
Building Successful Online Communities,All Computing,23-Mar-12,Robert E. Kraut,Hardback,39.45,41.01,4,https://www.bookdepository.com/Building-Successful-Online-Communities-Robert-E-Kraut-Paul-Resnick-Sara-Kiesler-Moira-Burke-Yan-Chen-Niki-Kittur-Joseph-Konstan-Yuqing-Ren-John-Riedl/9780262016575?ref=grid-view
Macos Sierra for Dummies,All Computing,31-Oct-16,Bob Levitus,Paperback,25.29,29.98,3,https://www.bookdepository.com/Macos-Sierra-for-Dummies-Bob-Levitus/9781119280651?ref=grid-view
Agile Data Warehousing Project Management,All Computing,10-Dec-12,Ralph Hughes,Paperback,44.43,49.94,3.5,https://www.bookdepository.com/Agile-Data-Warehousing-Project-Management-Ralph-Hughes/9780123964632?ref=grid-view
Easy Wordpress Blogging for Beginners,All Computing,23-Nov-13,Rawee M,Paperback,15.27,0,0,https://www.bookdepository.com/Easy-Wordpress-Blogging-for-Beginners-Rawee-M/9781494216474?ref=grid-view
Agile Analytics,All Computing,18-Aug-11,Ken W. Collier,Paperback,46.63,49.99,3.5,https://www.bookdepository.com/Agile-Analytics-Ken-W-Collier/9780321504814?ref=grid-view
Windows 8 QuickSteps,All Computing,21-Nov-12,Marty Matthews,Paperback,17.88,20,0,https://www.bookdepository.com/Windows-8-QuickSteps-Marty-Matthews/9780071798464?ref=grid-view
Joomla! Bible,All Computing,12-Jan-10,Ric Shreves,Paperback,41.73,44.99,3,https://www.bookdepository.com/Joomla-Bible-Ric-Shreves/9780470509579?ref=grid-view
Excel 2013 For Dummies,All Computing,22-Apr-13,Greg Harvey,Paperback,21.7,27.98,3.5,https://www.bookdepository.com/Excel-2013-For-Dummies-Greg-Harvey/9781118559802?ref=grid-view
Starting an Online Business for Dummies  7th Edition,All Computing,10-Jul-13,Greg Holden,Online resource,24.6,24.99,3.5,https://www.bookdepository.com/Starting-an-Online-Business-for-Dummies-7th-Edition-Greg-Holden/9781118607787?ref=grid-view
Exam Ref 70-765 Provisioning SQL Databases,All Computing,11-Dec-17,Kurt Dillard,Paperback,36.13,39.99,0,https://www.bookdepository.com/Exam-Ref-70-765-Provisioning-SQL-Databases-Kurt-Dillard-Christopher-Ford/9781509303816?ref=grid-view
Call of Duty: Advanced Warfare Limited Edition Strategy Guide,All Computing,4-Nov-14,BradyGames,Hardback,25.97,34.99,5,https://www.bookdepository.com/Call-of-Duty-Advanced-Warfare-Limited-Edition-Strategy-Guide-BradyGames/9780744015652?ref=grid-view
Moodle 2.0 E-Learning Course Development,All Computing,5-Sep-11,William Rice,Paperback,49.64,0,3.5,https://www.bookdepository.com/Moodle-20-E-Learning-Course-Development-William-Rice/9781849515269?ref=grid-view
QlikView Your Business,All Computing,10-Aug-15,Oleg Troyansky,Paperback,52.76,80,4.5,https://www.bookdepository.com/QlikView-Your-Business-Oleg-Troyansky-Tammy-Gibson-Charlie-Leichtweis-Lars-G-Bjork/9781118949559?ref=grid-view
Shoot Like Spielberg,All Computing,1-Nov-15,Christopher Kenworthy,Paperback,14.39,15.95,4,https://www.bookdepository.com/Shoot-Like-Spielberg-Christopher-Kenworthy/9781615932283?ref=grid-view
Spark - The Definitive Guide,All Computing,25-Feb-18,Bill Chambers,Paperback,53.68,59.99,0,https://www.bookdepository.com/Spark---The-Definitive-Guide-Bill-Chambers-Matei-Zaharia/9781491912218?ref=grid-view
Networking for VMware Administrators,All Computing,31-Mar-14,Christopher Wahl,Paperback,38.48,54.98,4.5,https://www.bookdepository.com/Networking-for-VMware-Administrators-Christopher-Wahl-Steven-Pantol/9780133511086?ref=grid-view
Pmp Project Management Professional Study Guide  Fifth Edition,All Computing,8-Feb-18,Joseph Phillips,Book,51.72,55,0,https://www.bookdepository.com/Pmp-Project-Management-Professional-Study-Guide-Fifth-Edition-Joseph-Phillips/9781259861987?ref=grid-view
Oracle Database 11g Release 2 Performance Tuning Tips & Techniques,All Computing,1-May-12,Richard J. Niemiec,Paperback,66.89,0,4,https://www.bookdepository.com/Oracle-Database-11g-Release-2-Performance-Tuning-Tips--Techniques-Richard-J-Niemiec/9780071780261?ref=grid-view
Data Quality Assessment,All Computing,30-Sep-07,Arkady Maydanchik,Paperback,49.49,54.96,3.5,https://www.bookdepository.com/Data-Quality-Assessment-Arkady-Maydanchik/9780977140022?ref=grid-view
IT Systems Management,All Computing,23-Feb-10,Rich Schiesser,Hardback,60.38,64.99,3.5,https://www.bookdepository.com/IT-Systems-Management-Rich-Schiesser/9780137025060?ref=grid-view
Handbook of Digital Forensics and Investigation,All Computing,27-Nov-09,Eoghan Casey,Paperback,47.77,51.94,3.5,https://www.bookdepository.com/Handbook-of-Digital-Forensics-and-Investigation-Eoghan-Casey/9780123742674?ref=grid-view
Blockchain and the Law,All Computing,9-Apr-18,Primavera de Filippi,Hardback,30.79,34.41,0,https://www.bookdepository.com/Blockchain-and-the-Law-Primavera-de-Filippi-Aaron-Wright/9780674976429?ref=grid-view
Adobe Fireworks CS6 Classroom in a Book,All Computing,14-Aug-12,Adobe Creative Team,Mixed media product,41.38,59.99,4,https://www.bookdepository.com/Adobe-Fireworks-CS6-Classroom-in-Book-Adobe-Creative-Team/9780321822444?ref=grid-view
Intermediate Roblox Programming,All Computing,16-Apr-13,Brandon J Larouche,Paperback,23.99,0,3.5,https://www.bookdepository.com/Intermediate-Roblox-Programming-Brandon-J-Larouche/9780985451325?ref=grid-view
David Busch's Nikon D3300 Guide to Digital SLR Photography,All Computing,11-Jun-14,David Busch,Paperback,31.18,33,4,https://www.bookdepository.com/David-Buschs-Nikon-D3300-Guide-Digital-SLR-Photography-David-Busch/9781305269781?ref=grid-view
Model-Driven Software Development,All Computing,31-Jul-06,Markus Volter,Paperback,40.31,80,3.5,https://www.bookdepository.com/Model-Driven-Software-Development-Markus-Volter-Thomas-Stahl-Jorn-Bettin-Arno-Haase-Simon-Helsen-Bettina-von-Stockfleth-Krzysztof-Czarnecki/9780470025703?ref=grid-view
DOM Scripting,All Computing,30-Dec-10,Jeremy Keith,Paperback,35.97,0,4,https://www.bookdepository.com/DOM-Scripting-Jeremy-Keith-Jeffrey-Sambells/9781430233893?ref=grid-view
Why New Systems Fail,All Computing,10-Jun-11,Phil Simon,Paperback,22.39,24.99,4,https://www.bookdepository.com/Why-New-Systems-Fail-Phil-Simon/9781435456440?ref=grid-view
The Linked Photographers' Guide to Online Marketing and Social Media,All Computing,17-Jan-12,Lindsay Adler,Paperback,24.39,29.98,0,https://www.bookdepository.com/The-Linked-Photographers-Guide-Online-Marketing-and-Social-Media-Lindsay-Adler-Rosh-Sillars/9781435455085?ref=grid-view
Writing Excel Macros with VBA,All Computing,5-Jul-02,Steven Roman,Paperback,27.65,39.99,3.5,https://www.bookdepository.com/Writing-Excel-Macros-with-VBA-Steven-Roman/9780596003593?ref=grid-view
Dynamic Scheduling with Microsoft Project 2013,All Computing,20-Nov-14,Rodolfo Ambriz,Undefined,60.61,69.95,4,https://www.bookdepository.com/Dynamic-Scheduling-with-Microsoft-Project-2013-Rodolfo-Ambriz-Mario-Landa/9781604271126?ref=grid-view
Data Literacy,All Computing,7-Apr-15,David L. Herzog,Paperback,43.89,0,4,https://www.bookdepository.com/Data-Literacy-David-L-Herzog/9781483333465?ref=grid-view
Configuring Microsoft (R) SharePoint (R) 2010,All Computing,18-Oct-11,Dan Holme,Mixed media product,43.7,69.99,4,https://www.bookdepository.com/Configuring-Microsoft-R-SharePoint-R-2010-Dan-Holme-Alastair-Matthews-Bob-Castle-Orin-Thomas/9780735638853?ref=grid-view
Effective Time Management,All Computing,31-Oct-11,Holger Woeltje,Paperback,28.01,29.98,3.5,https://www.bookdepository.com/Effective-Time-Management-Holger-Woeltje-Lothar-J-Seiwert/9780735660045?ref=grid-view
Challenge Me! (TM),All Computing,15-Apr-09,Amanda Elliott,Cards,31.25,31.95,5,https://www.bookdepository.com/Challenge-Me-TM-Amanda-Elliott-David-Kemp/9781843109464?ref=grid-view
The Complete Social Media Community Manager's Guide,All Computing,25-Jan-13,Marty Weintraub,Paperback,30.41,39.99,4,https://www.bookdepository.com/The-Complete-Social-Media-Community-Managers-Guide-Marty-Weintraub-Lauren-Litwinka/9781118466858?ref=grid-view
OOP Demystified,All Computing,29-Mar-04,Jim Keogh,Paperback,22.04,25,3.5,https://www.bookdepository.com/OOP-Demystified-Jim-Keogh-Mario-Giannini/9780072253634?ref=grid-view
Mind over Machine,All Computing,9-Dec-88,Hubert Dreyfus,Paperback,20.92,0,3.5,https://www.bookdepository.com/Mind-over-Machine-Hubert-Dreyfus/9780029080610?ref=grid-view
Achieve PMP Exam Success,All Computing,26-Sep-13,Diane Altwies,Paperback,74.58,0,4.5,https://www.bookdepository.com/Achieve-PMP-Exam-Success-Diane-Altwies-Janice-Preston/9781604270884?ref=grid-view
Java Network Programming,All Computing,17-Oct-13,Elliotte Rusty Harold,Paperback,41.75,49.99,3.5,https://www.bookdepository.com/Java-Network-Programming-Elliotte-Rusty-Harold/9781449357672?ref=grid-view
