The Art of David Olenick 2018 Wall Calendar: This Got Weird  Didn't It?,Arts & Photography,23-May-17,by David Olenick,Calendar,8.46,14.99,4.7,https://www.amazon.com/s/ref=sr_pg_7?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=7&d=1&keywords=book&ie=UTF8&qid=1518104173
Thinking with Type  2nd revised and expanded edition: A Critical Guide for Designers  Writers  Editors  & Students,Arts & Photography,6-Oct-10,by Ellen Lupton,Paperback,12.99,24.95,4.2,https://www.amazon.com/s/ref=sr_pg_7?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=7&d=1&keywords=book&ie=UTF8&qid=1518104173
Netter's Anatomy Coloring Book: with Student Consult Access  2e (Netter Basic Science),Arts & Photography,4-Apr-14,by John T. Hansen PhD,Paperback,18.92,19.95,4.6,https://www.amazon.com/s/ref=sr_pg_7?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=7&d=1&keywords=book&ie=UTF8&qid=1518104173
Bad Girls Throughout History: 100 Remarkable Women Who Changed the World,Arts & Photography,6-Sep-16,by Ann Shen,Hardcover,13.56,19.95,4.4,https://www.amazon.com/s/ref=sr_pg_8?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=8&d=1&keywords=book&ie=UTF8&qid=1518104194
Adult Piano Adventures All-in-One Piano Course Book 1: Book with Online Media,Arts & Photography,1-Jan-02,by Nancy Faber and Randall Faber,Spiral-bound,14.23,19.99,4.6,https://www.amazon.com/s/ref=sr_pg_8?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=8&d=1&keywords=book&ie=UTF8&qid=1518104194
Hand Lettering 201: Intermediate Lettering and Design Basics,Arts & Photography,8-Dec-17,by Chalkfulloflove and Paige Tate Select,Hardcover,23.24,29.99,5,https://www.amazon.com/s/ref=sr_pg_8?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=8&d=1&keywords=book&ie=UTF8&qid=1518104194
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,Arts & Photography,28-Feb-12,by Atin Kleon,Paperback,9.86,10.95,4.6,https://www.amazon.com/s/ref=sr_pg_8?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=8&d=1&keywords=book&ie=UTF8&qid=1518104194
Swear Word Coloring Book: The Jungle Adult Coloring Book featured with Sweary Words & Animals,Arts & Photography,11-Mar-16,by Rainbow Coloring,Paperback,4.99,,4.4,https://www.amazon.com/s/ref=sr_pg_8?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=8&d=1&keywords=book&ie=UTF8&qid=1518104194
Easy Origami (Dover Origami Papercraft)over 30 simple projects,Arts & Photography,5-Oct-92,by John Montroll,Paperback,4.21,,4.5,https://www.amazon.com/s/ref=sr_pg_8?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=8&d=1&keywords=book&ie=UTF8&qid=1518104194
Michelangelo: Divine Draftsman and Designer,Arts & Photography,21-Nov-17,by Carmen C. Bambach and Claire Barry,Hardcover,47.1,65,4.8,https://www.amazon.com/s/ref=sr_pg_8?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=8&d=1&keywords=book&ie=UTF8&qid=1518104194
The Disaster Artist: My Life Inside The Room  the Greatest Bad Movie Ever Made,Arts & Photography,7-Oct-14,by Greg Sestero and Tom Bissell,Paperback,9.22,16,4.8,https://www.amazon.com/s/ref=sr_pg_8?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=8&d=1&keywords=book&ie=UTF8&qid=1518104194
Art: A Brief History (6th Edition),Arts & Photography,17-Jan-15,by Marilyn Stokstad and Michael W. Cothren,Paperback,29.3,,4.7,https://www.amazon.com/s/ref=sr_pg_8?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=8&d=1&keywords=book&ie=UTF8&qid=1518104194
Building Construction Illtrated,Arts & Photography,7-Feb-14,by Francis D. K. Ching,Paperback,30.74,49.95,4.4,https://www.amazon.com/s/ref=sr_pg_8?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=8&d=1&keywords=book&ie=UTF8&qid=1518104194
Primer Level - Theory Book: Piano Adventures,Arts & Photography,1-Jan-96,by Nancy Faber and Randall Faber,Paperback,6.99,,4.7,https://www.amazon.com/s/ref=sr_pg_8?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=8&d=1&keywords=book&ie=UTF8&qid=1518104194
Aming Ourselves to Death: Public Discourse in the Age of Show Biness,Arts & Photography,27-Dec-05,by Neil Postman and Andrew Postman,Paperback,10.87,16,4.4,https://www.amazon.com/s/ref=sr_pg_8?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=8&d=1&keywords=book&ie=UTF8&qid=1518104194
Principles: Life and Work,History & Criticism,19-Sep-17,by Ray Dalio and Jeremy Bobb,Audible Audio Edition,0,,4.5,https://www.amazon.com/s/ref=sr_nr_n_0?fst=as%3Aoff&rh=n%3A283155 n%3A1 n%3A1064 k%3Abook&keywords=book&ie=UTF8&qid=1517292300&rnid=1000
Gateways to Art: Understanding the Visual Arts (Second edition),History & Criticism,22-Sep-15,by Debra J. DeWitte and Ralph M. Larmann,Paperback,19.32,,4.3,https://www.amazon.com/s/ref=sr_nr_n_0?fst=as%3Aoff&rh=n%3A283155 n%3A1 n%3A1064 k%3Abook&keywords=book&ie=UTF8&qid=1517292300&rnid=1000
Adult Coloring Book : Stress Relieving Designs Animals  Mandalas  Flowers  Paisley Patterns And So Much More,History & Criticism,17-Nov-17,by Cindy Elsharouni,Paperback,7.8,,4.7,https://www.amazon.com/s/ref=sr_nr_n_0?fst=as%3Aoff&rh=n%3A283155 n%3A1 n%3A1064 k%3Abook&keywords=book&ie=UTF8&qid=1517292300&rnid=1000
Living with Art (B&b Art),History & Criticism,9-Oct-15,by Mark Getlein,Paperback,16.18,,4.5,https://www.amazon.com/s/ref=sr_nr_n_0?fst=as%3Aoff&rh=n%3A283155 n%3A1 n%3A1064 k%3Abook&keywords=book&ie=UTF8&qid=1517292300&rnid=1000
The Legend of Zelda Encyclopedia,History & Criticism,24-Apr-18,by Nintendo,Hardcover,25.48,39.99,0,https://www.amazon.com/s/ref=sr_nr_n_0?fst=as%3Aoff&rh=n%3A283155 n%3A1 n%3A1064 k%3Abook&keywords=book&ie=UTF8&qid=1517292300&rnid=1000
A World of Art (8th Edition),History & Criticism,4-Oct-15,by Henry M. Sayre,Paperback,43.48,,3.9,https://www.amazon.com/s/ref=sr_nr_n_0?fst=as%3Aoff&rh=n%3A283155 n%3A1 n%3A1064 k%3Abook&keywords=book&ie=UTF8&qid=1517292300&rnid=1000
The Secret Lives of Color,History & Criticism,24-Oct-17,by Kassia St Clair,Hardcover,13.5,20,4.9,https://www.amazon.com/s/ref=sr_nr_n_0?fst=as%3Aoff&rh=n%3A283155 n%3A1 n%3A1064 k%3Abook&keywords=book&ie=UTF8&qid=1517292300&rnid=1000
Everyday Watercolor: Learn to Paint Watercolor in 30 Days,History & Criticism,10-Oct-17,by Jenna Rainey,Paperback,15.63,22.99,4.7,https://www.amazon.com/s/ref=sr_nr_n_0?fst=as%3Aoff&rh=n%3A283155 n%3A1 n%3A1064 k%3Abook&keywords=book&ie=UTF8&qid=1517292300&rnid=1000
Chanel: Collections and Creations,History & Criticism,17-Sep-07,by Dani¨¨le Bott,Hardcover,36,40,4.4,https://www.amazon.com/s/ref=sr_nr_n_0?fst=as%3Aoff&rh=n%3A283155 n%3A1 n%3A1064 k%3Abook&keywords=book&ie=UTF8&qid=1517292300&rnid=1000
2: Gardner's Art through the Ages: The Western Perspective  Volume II,History & Criticism,1-Jan-16,by Fred S. Kleiner,Paperback,53.44,,4.2,https://www.amazon.com/s/ref=sr_nr_n_0?fst=as%3Aoff&rh=n%3A283155 n%3A1 n%3A1064 k%3Abook&keywords=book&ie=UTF8&qid=1517292300&rnid=1000
The Art of David Olenick 2018 Wall Calendar: This Got Weird  Didn't It?,History & Criticism,23-May-17,by David Olenick,Calendar,8.46,14.99,4.7,https://www.amazon.com/s/ref=sr_nr_n_0?fst=as%3Aoff&rh=n%3A283155 n%3A1 n%3A1064 k%3Abook&keywords=book&ie=UTF8&qid=1517292300&rnid=1000
Michelangelo: Divine Draftsman and Designer,History & Criticism,21-Nov-17,by Carmen C. Bambach and Claire Barry,Hardcover,47.1,65,4.8,https://www.amazon.com/s/ref=sr_nr_n_0?fst=as%3Aoff&rh=n%3A283155 n%3A1 n%3A1064 k%3Abook&keywords=book&ie=UTF8&qid=1517292300&rnid=1000
Art: A Brief History (6th Edition),History & Criticism,17-Jan-15,by Marilyn Stokstad and Michael W. Cothren,Paperback,29.3,,4.7,https://www.amazon.com/s/ref=sr_nr_n_0?fst=as%3Aoff&rh=n%3A283155 n%3A1 n%3A1064 k%3Abook&keywords=book&ie=UTF8&qid=1517292300&rnid=1000
Billy Gogan  American: A Novel,History & Criticism,24-May-16,by Roger Higgins,Paperback,11.5,16.95,4.9,https://www.amazon.com/s/ref=sr_nr_n_0?fst=as%3Aoff&rh=n%3A283155 n%3A1 n%3A1064 k%3Abook&keywords=book&ie=UTF8&qid=1517292300&rnid=1000
Beautiful Brain: The Drawings of Santiago Ramon y Cajal,History & Criticism,17-Jan-17,by Larry W. Swanson and Eric Newman,Hardcover,29.91,40,4.8,https://www.amazon.com/s/ref=sr_pg_2/137-7746107-7896333?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=2&keywords=book&ie=UTF8&qid=1518104225
Gardner's Art Through the Ages: A Global History  Vol 1,History & Criticism,1-Jan-15,by Fred S. Kleiner,Paperback,27.49,,4.2,https://www.amazon.com/s/ref=sr_pg_2/137-7746107-7896333?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=2&keywords=book&ie=UTF8&qid=1518104225
Gardner's Art Through the Ages: A Global History  Vol. 2,History & Criticism,1-Jan-15,by Fred S. Kleiner,Paperback,40.87,,4.1,https://www.amazon.com/s/ref=sr_pg_2/137-7746107-7896333?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=2&keywords=book&ie=UTF8&qid=1518104225
1: Gardner's Art through the Ages: The Western Perspective  Volume I,History & Criticism,1-Jan-16,by Fred S. Kleiner,Paperback,41.23,,4.4,https://www.amazon.com/s/ref=sr_pg_2/137-7746107-7896333?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=2&keywords=book&ie=UTF8&qid=1518104225
Art History Volume 1 (5th Edition),History & Criticism,18-Jan-13,by Marilyn Stokstad and Michael W. Cothren,Paperback,17.99,,4.3,https://www.amazon.com/s/ref=sr_pg_2/137-7746107-7896333?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=2&keywords=book&ie=UTF8&qid=1518104225
The Legend of Zelda: Art & Artifacts,History & Criticism,21-Feb-17,by Nintendo,Hardcover,22.99,39.99,4.7,https://www.amazon.com/s/ref=sr_pg_2/137-7746107-7896333?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=2&keywords=book&ie=UTF8&qid=1518104225
History of Modern Art (Paperback) (7th Edition),History & Criticism,22-Dec-12,by H. H. Arnason and Elizabeth C. Mansfield,Paperback,144.87,176.4,4.3,https://www.amazon.com/s/ref=sr_pg_2/137-7746107-7896333?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=2&keywords=book&ie=UTF8&qid=1518104225
The Legend of Zelda: Hyrule Historia,History & Criticism,29-Jan-13,by Patrick Thorpe and Michael Gombos,Hardcover,27.42,34.99,4.8,https://www.amazon.com/s/ref=sr_pg_2/137-7746107-7896333?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=2&keywords=book&ie=UTF8&qid=1518104225
Ma. I : A Survivor's Tale : My Father Bleeds History,History & Criticism,12-Aug-86,by Art Spiegelman,Paperback,13.08,15.95,4.7,https://www.amazon.com/s/ref=sr_pg_2/137-7746107-7896333?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=2&keywords=book&ie=UTF8&qid=1518104225
Paint by Sticker Masterpieces: Re-create 12 Iconic Artworks One Sticker at a Time!,History & Criticism,20-Sep-16,by Workman Publishing,Paperback,10.36,14.95,4.4,https://www.amazon.com/s/ref=sr_pg_2/137-7746107-7896333?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=2&keywords=book&ie=UTF8&qid=1518104225
Art History  Vol. 2  5th Edition,History & Criticism,18-Jan-13,by Marilyn Stokstad and Michael W. Cothren,Paperback,56.23,,4.3,https://www.amazon.com/s/ref=sr_pg_2/137-7746107-7896333?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=2&keywords=book&ie=UTF8&qid=1518104225
Mandala Coloring Book: 100+ Unique Mandala Designs and Stress Relieving Patterns for Adult Relaxation  Meditation  and Happiness (Magnificent Mandalas) (Volume 1),History & Criticism,2-Sep-16,by Jade Summer,Paperback,9.99,11.1,4.4,https://www.amazon.com/s/ref=sr_pg_2/137-7746107-7896333?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=2&keywords=book&ie=UTF8&qid=1518104225
Management Mentor: Techniques for New Managers,History & Criticism,31-Jul-17,by Sean Donahoe,Paperback,14.5,,0,https://www.amazon.com/s/ref=sr_pg_3?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=3&keywords=book&ie=UTF8&qid=1518104245
You Can Draw in 30 Days: The Fun  Easy Way to Learn to Draw in One Month or Less,History & Criticism,4-Jan-11,by Mark Kistler,Paperback,13.46,19,4.6,https://www.amazon.com/s/ref=sr_pg_3?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=3&keywords=book&ie=UTF8&qid=1518104245
Meetings with Remarkable Mancripts: Twelve Journeys into the Medieval World,History & Criticism,24-Oct-17,by Christopher de Hamel,Hardcover,28.44,45,4.8,https://www.amazon.com/s/ref=sr_pg_3?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=3&keywords=book&ie=UTF8&qid=1518104245
The Legend of Zelda Encyclopedia Deluxe Edition,History & Criticism,24-Apr-18,by Nintendo,Hardcover,71.99,79.99,0,https://www.amazon.com/s/ref=sr_pg_3?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=3&keywords=book&ie=UTF8&qid=1518104245
Gardner's Art through the Ages: A Global History,History & Criticism,1-Jan-15,by Fred S. Kleiner,Hardcover,163.15,197.95,4.2,https://www.amazon.com/s/ref=sr_pg_3?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=3&keywords=book&ie=UTF8&qid=1518104245
The Art of Rick and Morty,History & Criticism,12-Sep-17,by James Siciliano and Jtin Roiland,Hardcover,25,39.99,4.7,https://www.amazon.com/s/ref=sr_pg_3?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=3&keywords=book&ie=UTF8&qid=1518104245
Rick and Morty Official Coloring Book,History & Criticism,22-Aug-17,by Titan Books,Paperback,11.19,14.95,4.6,https://www.amazon.com/s/ref=sr_pg_3?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=3&keywords=book&ie=UTF8&qid=1518104245
Teaching to Transgress: Education as the Practice of Freedom (Harvest in Translation),History & Criticism,1-Dec-94,by bell hooks,Paperback,21.44,36.95,4.5,https://www.amazon.com/s/ref=sr_pg_3?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=3&keywords=book&ie=UTF8&qid=1518104245
Art & Fear: Observations On the Perils (and Rewards) of Artmaking,History & Criticism,1-Apr-01,by David Bayles and Ted Orland,Paperback,7.08,12.95,4.6,https://www.amazon.com/s/ref=sr_pg_3?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=3&keywords=book&ie=UTF8&qid=1518104245
Thomas Kinkade Painter of Light 2018 Deluxe Wall Calendar,History & Criticism,20-Jun-17,by Thomas Kinkade,Calendar,6.6,,4.7,https://www.amazon.com/s/ref=sr_pg_3?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=3&keywords=book&ie=UTF8&qid=1518104245
Ways of Seeing: Based on the BBC Television Series (Penguin Books for Art),History & Criticism,1-Dec-90,by John Berger,Paperback,13.78,17,4,https://www.amazon.com/s/ref=sr_pg_3?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=3&keywords=book&ie=UTF8&qid=1518104245
How To Draw Comics The Marvel Way,History & Criticism,14-Sep-84,by Stan Lee and John Bcema,Paperback,12.23,17.99,4.6,https://www.amazon.com/s/ref=sr_pg_3?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=3&keywords=book&ie=UTF8&qid=1518104245
Botanical Line Drawing: 200 Step-by-Step Flowers  Leaves  Cacti  Succulents  and Other Items Found in Nature,History & Criticism,3-Apr-17,by Peggy Dean,Paperback,17.96,19.95,4.7,https://www.amazon.com/s/ref=sr_pg_3?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=3&keywords=book&ie=UTF8&qid=1518104245
Meggs' History of Graphic Design,Arts & Photography,2-May-16,by Philip B. Meggs and Alston W. Purvis,Hardcover,23.37,,4.3,https://www.amazon.com/s/ref=sr_pg_9?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=9&d=1&keywords=book&ie=UTF8&qid=1518104215
The Crown: The Official Companion  Volume 1: Elizabeth II  Winston Churchill  and the Making of a Young Queen (1947-1955),Arts & Photography,17-Oct-17,by Robert Lacey,Hardcover,17.29,28,4.4,https://www.amazon.com/s/ref=sr_pg_9?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=9&d=1&keywords=book&ie=UTF8&qid=1518104215
The Animator's Survival Kit: A Manual of Methods  Principles and Formulas for Classical  Computer  Games  Stop Motion and Internet Animators,Arts & Photography,25-Sep-12,by Richard Williams,Paperback,21.56,35,4.8,https://www.amazon.com/s/ref=sr_pg_9?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=9&d=1&keywords=book&ie=UTF8&qid=1518104215
Beautiful Brain: The Drawings of Santiago Ramon y Cajal,Arts & Photography,17-Jan-17,by Larry W. Swanson and Eric Newman,Hardcover,29.91,40,4.8,https://www.amazon.com/s/ref=sr_pg_9?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=9&d=1&keywords=book&ie=UTF8&qid=1518104215
A History of Western Mic (Ninth Edition),Arts & Photography,15-Apr-14,by J. Peter Burkholder and Donald Jay Grout,Hardcover,41.44,,4.5,https://www.amazon.com/s/ref=sr_pg_9?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=9&d=1&keywords=book&ie=UTF8&qid=1518104215
Japanese Knitting Stitch Bible: 260 Exquisite Patterns by Hitomi Shida,Arts & Photography,10-Oct-17,by Hitomi Shida and Gayle Roehm,Paperback,14.01,16.95,4.8,https://www.amazon.com/s/ref=sr_pg_9?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=9&d=1&keywords=book&ie=UTF8&qid=1518104215
Wreck This Journal (Duct Tape) Expanded Ed.,Arts & Photography,7-Aug-12,by Keri Smith,Diary,8.69,15,4.7,https://www.amazon.com/s/ref=sr_pg_9?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=9&d=1&keywords=book&ie=UTF8&qid=1518104215
2015 International Building Code,Arts & Photography,5-Jun-14,by International Code Council,Paperback,41.8,,4.5,https://www.amazon.com/s/ref=sr_pg_9?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=9&d=1&keywords=book&ie=UTF8&qid=1518104215
A TODAY Crossword: 200 Puzzles from The Nation's No. 1 Newspaper (A Today Puzzles),Arts & Photography,1-May-07,by A TODAY,Paperback,7.61,9.99,4.3,https://www.amazon.com/s/ref=sr_pg_9?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=9&d=1&keywords=book&ie=UTF8&qid=1518104215
Star Wars_: The Jedi Path and Book of Sith Deluxe Box Set,Arts & Photography,12-Aug-14,by Daniel Wallace,Hardcover,33.24,45,4.8,https://www.amazon.com/s/ref=sr_pg_9?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=9&d=1&keywords=book&ie=UTF8&qid=1518104215
All the Pieces Matter: The Inside Story of The Wire_,Arts & Photography,13-Feb-18,by Jonathan Abrams,Hardcover,17.7,27,4.3,https://www.amazon.com/s/ref=sr_pg_10?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=10&d=1&keywords=book&ie=UTF8&qid=1518104235
A Swear Word Coloring Book for Adults: Sweary AF: F*ckity F*ck F*ck F*ck: An Irreverent & Hilario Antistress Sweary Adult Colouring Gift Featuring ... Mindful Meditation & Art Color Therapy),Arts & Photography,18-Sep-17,by Honey Badger Coloring,Paperback,5.76,,4.4,https://www.amazon.com/s/ref=sr_pg_10?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=10&d=1&keywords=book&ie=UTF8&qid=1518104235
The Farting Animals Coloring Book,Arts & Photography,13-Oct-16,by M T Lott,Paperback,5.99,,4.7,https://www.amazon.com/s/ref=sr_pg_10?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=10&d=1&keywords=book&ie=UTF8&qid=1518104235
Gardner's Art Through the Ages: A Global History  Vol 1,Arts & Photography,1-Jan-15,by Fred S. Kleiner,Paperback,27.49,,4.2,https://www.amazon.com/s/ref=sr_pg_10?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=10&d=1&keywords=book&ie=UTF8&qid=1518104235
Adult Coloring Books Good vibes: Don¡¯t give up : Motivate your life with Brilliant designs and great calligraphy words to help melt stress away. (Volume 16),Arts & Photography,7-Sep-16,by Cherina Kohey,Paperback,6.16,,4.5,https://www.amazon.com/s/ref=sr_pg_10?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=10&d=1&keywords=book&ie=UTF8&qid=1518104235
The Non-Designer's Design Book (4th Edition),Arts & Photography,29-Nov-14,by Robin Williams,Paperback,21.93,34.99,4.6,https://www.amazon.com/s/ref=sr_pg_10?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=10&d=1&keywords=book&ie=UTF8&qid=1518104235
The Art and Making of The Greatest Showman,Arts & Photography,12-Dec-17,by Signe Bergstrom and Michael Gracey,Hardcover,26.9,40,4.9,https://www.amazon.com/s/ref=sr_pg_10?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=10&d=1&keywords=book&ie=UTF8&qid=1518104235
Understanding Exposure  Fourth Edition: How to Shoot Great Photographs with Any Camera,Arts & Photography,15-Mar-16,by Bryan Peterson,Paperback,18.35,26.99,4.8,https://www.amazon.com/s/ref=sr_pg_10?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=10&d=1&keywords=book&ie=UTF8&qid=1518104235
Creativity  Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration,Arts & Photography,8-Apr-14,by Ed Catmull and Amy Wallace,Hardcover,21.4,28,4.7,https://www.amazon.com/s/ref=sr_pg_10?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=10&d=1&keywords=book&ie=UTF8&qid=1518104235
Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,Arts & Photography,16-Sep-17,by Pretty Simple Journals,Paperback,6.29,,4.5,https://www.amazon.com/s/ref=sr_pg_10?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=10&d=1&keywords=book&ie=UTF8&qid=1518104235
Paint by Sticker: Create 12 Masterpieces One Sticker at a Time!,Arts & Photography,5-Apr-16,by Workman Publishing,Paperback,8.57,14.95,4.4,https://www.amazon.com/s/ref=sr_pg_10?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=10&d=1&keywords=book&ie=UTF8&qid=1518104235
The Big Activity Book For Couples,Arts & Photography,21-Jul-15,by LoveBook and Robyn Smith,Paperback,12.35,14.95,4.1,https://www.amazon.com/s/ref=sr_pg_10?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=10&d=1&keywords=book&ie=UTF8&qid=1518104235
The Ultimate Guide to Answering The Toughest Interview Questions,Arts & Photography,25-Oct-17,by Robert Boyd,Paperback,6.99,,0,https://www.amazon.com/s/ref=sr_pg_10?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=10&d=1&keywords=book&ie=UTF8&qid=1518104235
Emoji Coloring Book for Girls: of Funny Stuff  Inspirational Quotes & Super Cute Animals  35+ Fun Girl Emoji Coloring Activity Book Pages for Girls  Kids  Tweens  Teens & Adults!,Arts & Photography,4-Oct-17,by Nyx Spectrum,Paperback,6.68,,4.5,https://www.amazon.com/s/ref=sr_pg_11?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=11&d=1&keywords=book&ie=UTF8&qid=1518104256
Barnyard Dance! (Boynton on Board),Arts & Photography,1-Oct-93,by Sandra Boynton,Board book,5.7,6.95,4.9,https://www.amazon.com/s/ref=sr_pg_11?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=11&d=1&keywords=book&ie=UTF8&qid=1518104256
Remodelista: The Organized Home: Simple  Stylish Storage Ideas for All Over the Hoe,Arts & Photography,14-Nov-17,by Julie Carlson and Margot Guralnick,Hardcover,16.92,24.95,4.4,https://www.amazon.com/s/ref=sr_pg_11?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=11&d=1&keywords=book&ie=UTF8&qid=1518104256
Level 2B - Lesson Book: Piano Adventures,Arts & Photography,1-Jan-97,by Nancy Faber and Randall Faber,Paperback,7.75,,4.5,https://www.amazon.com/s/ref=sr_pg_11?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=11&d=1&keywords=book&ie=UTF8&qid=1518104256
